Activity,time,seconds_elapsed,z,y,x
Classroom,1.78E+18,387.990238,0.090773582,0.11915493,-0.046061039
Classroom,1.78E+18,390.0830647,0.098064899,0.123276234,-0.043328047
Classroom,1.78E+18,392.17574,0.075760841,0.139827728,-0.054617167
Classroom,1.78E+18,394.2679883,0.079447269,0.122925282,-0.055255413
Classroom,1.78E+18,396.3604497,0.092593193,0.118424892,-0.047888517
Classroom,1.78E+18,398.4530029,0.096327305,0.106285095,-0.054780722
Classroom,1.78E+18,400.5450986,0.094388485,0.125299931,-0.060641766
Classroom,1.78E+18,402.6371526,0.090743542,0.109493256,-0.043010235
Classroom,1.78E+18,404.7294307,0.085160732,0.116549492,-0.060676336
Classroom,1.78E+18,406.8215869,0.094733238,0.11119318,-0.049230099
Classroom,1.78E+18,408.9136514,0.075703144,0.124778748,-0.052440405
Classroom,1.78E+18,411.0057163,0.087392807,0.121411324,-0.069949627
Classroom,1.78E+18,413.0976665,0.087771416,0.129787445,-0.058937311
Classroom,1.78E+18,415.1897302,0.091397762,0.12774992,-0.043234825
Classroom,1.78E+18,417.2817939,0.089328289,0.11053896,-0.035093069
Classroom,1.78E+18,419.3739797,0.087873936,0.131772995,-0.06235671
Classroom,1.78E+18,421.4660435,0.101056576,0.123528957,-0.040425539
Classroom,1.78E+18,423.5582112,0.081115246,0.123369217,-0.046865702
Classroom,1.78E+18,425.6500605,0.070192337,0.134553432,-0.069231033
Classroom,1.78E+18,427.7417271,0.098727226,0.118802071,-0.048481464
Classroom,1.78E+18,429.8333933,0.095766068,0.126093388,-0.053943872
Classroom,1.78E+18,431.9253342,0.093251705,0.117883205,-0.051608562
Classroom,1.78E+18,434.0170615,0.095732212,0.120499134,-0.042865992
Classroom,1.78E+18,436.1089402,0.083627224,0.13083601,-0.064576626
Classroom,1.78E+18,438.2008521,0.114247322,0.080536842,-0.003549814
Classroom,1.78E+18,440.2930994,0.085497856,0.117211819,-0.041236401
